,text
2386,而在世冠小组赛中，被林消极比赛，操作了一波之后，又遇到国家推出的未成年防沉迷政策，可以说是沉重打击了南京HERO久竞整个青训+首发体系。久哲隐退以后，留下的是一个全面崩塌的南京HERO久竞，既没有凑齐首发的五名选手，连教练组也空无一人！
2387,这样一来，南京HERO久竞可以说真正意义上塌房了。在重置后的转会季里面，南京HERO公布新的转会期挂牌选手公告。都以为新规下，南京HERO久竞会保留几名老选手，但让人意外的是，他们维持了原来的挂牌名单不变：清融、久酷、子阳依旧挂牌。其中，清融未满18岁不能上场，影响不大；而久酷挂牌的话，是有很大概率转会成功的，这就意味着南京HERO久竞下赛季只能启用新的射手了。
2388,而辅助位置的子阳，已经很长时间没有出现在训练赛上了，转会出去几乎是肯定的了。而在对抗路星痕、中单清融、发育路铃铛未成年不能上场，发育路久酷、辅助子阳转会的情况下，南京HERO久竞就只剩下一个无畏算是老面孔了，其他的四个位置全部都要重新替补。这也是为什么，在斗鱼荣耀杯上，主教练尘夏要首发登场了，HERO是真没人了！
2389,更严重的是，在世冠赛期间，南京HERO久竞的教练组就只有久哲+尘夏了。现在久哲卸任后，尘夏要上场打对抗路的情况下，这就意味着南京HERO久竞教练组空无一人了。下个赛季，南京HERO既要找四名选手组队，又要组建教练组，可以说是完全重新组队了。这简直是要了HERO久竞的半条命。
2390,久哲原先将希望都放在了青训的抽卡上，根据他们二队的表现来看，南京HERO这些青训新秀确实有实力，但不料全部都被政策BAN了。这就直接导致南京HERO久竞，已经到了无人可用的尴尬窘境了。后面的替补秀秀、小白、稚念都打的相当一般！
2391,所以，大家就不要期待下个赛季南京HERO久竞会有什么好的表现了。大概率会重回2020年KPL春季赛期间的表现，也许吉祥三饱会换人也说不定！
2392,各位王者峡谷的召唤师们，你们觉得HERO久竞该如何渡过这次不算危机的危机呢？一起来聊一聊吧！
2393,KPL秋季赛第二周的比赛马上就要开赛了，所有俱乐部在第一周都已经登场亮相。不过并非所有俱乐部的表现都能让人满意。上个赛季的总冠军南京HERO久竞就遭遇了两连败。很多粉丝对于全新的HERO有点失望，尤其是新任主教练黑鲸，并没有给大家留下太深的印象。BP上就一直在被其他的教练压制。这时候大家就想起了曾经的主教练久哲。不过久哲在宣布离开主教练位置的时候，已经25天没有登录过游戏了，上次发生这种情况，还是在2020年的春天。
2394,久哲的历史地位和荣誉无需多言说，他是KPL历史上最伟大的教练，这是没什么争议的。亲自带队拿到了五个总冠军，还是带领的不同的选手，并且久哲曾经带出来过的选手也遍布在KPL的各个俱乐部，可谓是桃李满天下了。可能久哲的带队模式有些争议，但他的个人实力是绝对不可否认的。
2395,去年上半年HERO久竞已经跌到谷底了，当时大家都觉得这支俱乐部完了，等到秋天久哲回归之后，就有了明显的好转，在冬冠和春季赛连续拿下两个总冠军。虽然世冠的HERO失败了，但很多人也坚信，只要久哲还在，这支队伍就不会没落，大家还是充满希望的。
2396,可久哲因为种种原因，已经不在HERO教练组了。不仅仅是退出了台前，连幕后的工作也不做了。甚至休赛期一度传出久哲有加盟其他俱乐部的可能性，这也表明现在的这支HERO和久哲已经分道扬镳了。久哲和其他的KPL教练不一样，他不需要通过教练这份工作来养家糊口，他的经济情况应该是比KPL所有教练都要好。毕竟他不仅仅是个主教练，曾经还是老板。
2397,久哲在9月6日的时候，曾经发过一条动态，表示自己要休息一段时间。不过大家翻看久哲的账号，发现他从9月4日开始就没有再登录过游戏。主教练可能不需要像选手一样，每天保持练习，但肯定也需要研究一下版本，正如久哲之前所说的，打游戏就是最好的方式。现在久哲很长时间没有登游戏，也说明他这次可能真的想退出。
2398,当然这次的离别也不一定就是永远，之前久哲离开的时候，也接受过采访。那个时候久哲也说自己有其他的事情想做，应该不会再回来当主教练了。但不知道是什么原因，20年的秋天他还是回来了，还是找到了电竞带给他的那种激情。这次久哲和当时的想法应该差不多，可能也需要某种契机才能让他找回那种热血的感觉，只不过什么时候能迎来这个契机，就不得而知了。
2399,大家觉得久哲以后还会回归KPL圈子吗？欢迎在评论区一起讨论吧。
2400,2020KPL春季赛第九周第四天，今天第一场比赛的对阵双方为WE和南京HERO久竞，目前七胜五负积七分排名西部第四，值得一提的是从五到八名的战队全部积六分，也就是说如果WE最后两场发挥不好的话极有可能无缘季后赛。而另一边南京HERO在最近才刚刚拿下首胜，已经无缘季后赛，可以说他们已经没有任何负担，面对“御三家杀手”大可放手一搏。最终HERO与WE战满五盘，最终惜败。
2401,开局WE打的较为主动，孙膑帮助中下清线并且抢夺中立生物，获得更多主动权。三分半WE果断四人抱团直接冲塔拿下HEOR一血。8分钟WE清掉仙之主宰，夺得线权，开始五人抱团中路 556孙膑反被秒，节奏减缓。11分钟WE秒掉黑暴直接冲进HERO蓝区，主动求战，秒掉太乙，再清HERO红区。HERO打钱空间被无限压缩。14分钟WE五人奔狼直接冲脸，沈梦溪娜可露露上海爆炸直接秒掉HERO廉颇马超，并且拆掉中一塔，再拿黑暴。此时双方经济差8000。
2402,17分钟，WE拿下主宰，三路推进高地。23分钟，WE中路强开团，反被HERO击杀射手坦克，并送出风暴龙王，HERO五人开始反扑。借助风暴龙王BUFF直接拆掉WE两路高地。之后双方中路一波团战拉扯打满，HERO团灭但WE打不过超级兵没能一波基地，1分钟后风暴龙团虞姬抢下龙王自己第三路却被超级兵拆掉，1分钟后风暴龙团虞姬抢下龙王，双方团战时被HERO马超偷家，大优输掉比赛。
2403,第二局 2分钟HERO提前五人集结暴君，WE选择转开仙之主宰，之后三人追击WE铠，拿下一血。5分钟HERO三人入侵蓝区未果，反被WE四人集结下路拆掉一塔。一分钟后WE四人再推上一塔，击杀先知主宰，节奏起飞。13分钟WE推进中路，双方边战互相绕后射手互换。15分钟黑暴发生团战，WE强行拿下黑暴并且击杀HERO四人一波水晶。
2404,开局双方就在中路河道展开以及大战，WE三打四击杀两人，2分钟WE拿下暴君，此时爆发诗人团战，WE射手和HERO坦克互换。9分红中蒙犽强势期到来，WE开始中下同时原值，占据线权。11分钟黑暗暴君刷新，几经拉扯WE直接团灭HERO，拿掉黑暴，经济差拉开七千。13分钟WE直接攻上高地，乱杀，再次击杀HERO四人只剩白起一人，极限卡兵线守下一波，队友逐一复活，击退WE。15分钟HERO五人开奔狼主动求团，再被团灭，被WE一波水晶。
2405,第四局HERO中单奕星前期打出蹊跷， WE依旧打的非常主动，2分半一波五人中路冲脸被月色奕星大招全部框住，三打五击杀WE三人。WE并不死心，继续冲脸开团，但被HERO滚出节奏，8分钟中路二塔已经被拆。蓝区也基本失守。9分半，南京HERO机已经开始消耗WE中路高地。11分钟HERO五人集结WE上路高地，奕星直接开大封路，WE上路高地告破。13分钟，WE蓝区婉儿太乙被抓，HERO下路直接一波水晶，比赛进入决胜局！
2406,开局WE一套颓势，中辅野联动下路河道连续击杀HERO四人，大优开局。之后WE频繁入侵HERO野区，压缩器发育空间，8分钟拿下先知主宰四人集合推进上路，返红失败。10分钟WE黑暴逼团，HERO赶来被逐一击杀，只剩月色姜子牙一人。连推HERO中路两座外塔。1分钟后黑暴处在发团战，WE孙尚香经济遥遥领先，再杀HERO两人。此时经济差已经到达一万。WE趁势拆掉WE中路高地，冲进水晶团灭HERO拿下比赛。
2407,KPL秋季赛季后赛已经全面开战，败者组已经进行到第二轮。败者组的第二轮第二场比赛是西部的一场内战，HERO久竞对阵TS。TS在第一轮刚刚战胜了EDGM，势头正盛，而HERO久竞则是常规赛后半段非常挣扎，到现在都还没有找回赛季初的状态。这场比赛中HERO久竞再次更换了自己的首发，后半个赛季没有上场的久君重新回到首发阵容当中。
2408,这场比赛HERO的首发就是赛季初的五个人，本赛季一开始的时候HERO采用全新的五人组，几乎没什么人看好他们，但是效果其实相当不错，一度拿到了很亮眼的成绩，但是在打ESTAR的比赛中出现了“握手门”事件，也让久君陷入了风口浪尖之中。从这件事之后HERO的状态一落千丈，久君也因为心态问题暂别赛场。其实久君在赛场上的时候大家没觉得有多强，但是下场了才发现他还是挺关键的，无论是尘夏还是久星效果都不尽如人意。这次久君重新回归或许能给HERO带来不一样的东西。
2409,而另一方面HERO的久诚并没有首发，依然是久羽上场。不过我是觉得久诚并不一定不会轮换商场，因为目前的HERO人员非常混乱，无论是谁都有机会。新HERO并没有季后赛经验，可能一些观众觉得经验这个东西虚无缥缈，但是看了XQ的表现明显感觉到了经验的重要性，XQ在常规赛后半段打得那么好，但是第一次打季后赛确实有点蒙了。尤其是落后的时候，新人可能会更加紧张。所以一旦场面上陷入了危机，也有可能会换上久诚放手一搏。
2410,不过根据双方最近的状态来看，HERO想要赢下TS真的是很有难度，而如果他们无法晋级下一轮的话，那也将会是他们打进KPL以来的最差成绩。久哲教练在常规赛末段选择回归似乎也并没有给队伍带来什么实质上的改变，以前总说HERO在季后赛喜欢藏东西，但是这次我觉得HERO真的都点穷途末路了。
2411,大家觉得这场比赛谁更占优势呢？欢迎在评论区留言交流。更多王者荣耀及KPL相关内容欢迎关注，我是天黑君，期待下次再见！
2412,2021年KPL春季赛落下帷幕，南京HERO久竞捧起了银龙奖杯，久哲带着他的五名队员又一次如愿捧杯，连拿两冠的HERO再一次开启了统治联盟的步伐，一如三年前，很绝很惊艳。
2413,由于HERO在冬冠上拿到了久违的冠军，子阳、无畏、星痕、久酷、清融打出了身价，此前久哲在转会期习惯挂牌大牌选手卖个高价，但是这个转会期HERO五人整整齐齐，延续了冠军班底，赛中老将尘夏转型做了助教。
2414,季前赛4胜3负并不像一支刚刚夺冠的战队，与同组强队DYG、AG超玩会交手均败北，HERO以小组第三的成绩惊险进入S组。季前赛的平平表现让很多人认为HERO冬冠夺冠是昙花一现，无畏的表现也没了初到KPL的惊艳，清融也并未展现出“法王”的实力。
2415,常规赛三轮从S组掉入A组再重回S组，晋级胜者组之路异常坎坷。第一轮常规赛2胜3负位列小组第四遗憾落入A组，这一轮常规赛HERO再负AG，掉入A组的HERO已被公认并不属于这个赛季的第一梯队。第二轮常规赛，来到A组的HERO显示出了较强的实力，在这轮常规赛中，HERO找回了自信，他们以小组第一的身份得到了换位资格，在换位赛中四比三战胜了TES，后者是本赛季崛起的新势力，在那场卡位赛中，久哲展现了超强的BP实力，巅峰对决拿的阵容与总决赛拿的阵容一模一样，在当时久哲已经洞察到版本的最强阵容。第三轮常规赛HERO2胜3负获得最后一个胜者组名额，这一轮与第一轮不同，HERO展现出了更加强劲的实力，与其他五支队伍的交手都打到了4-5局，S组的形势也开始变得扑朔迷离，ESTAR保持不败，此前两轮第一的AG统治力在下降。
2416,HERO在季后赛连拿三场胜利问鼎巅峰，在常规赛的磕磕绊绊转换成了季后赛的顺风顺水，胜者组半决赛四比一战胜ESTAR，胜者组决赛四比一战胜TTG，两场碾压性的胜利展现了久哲在BO7赛制下的强大实力，清融在总决赛上再次CARRY，西施王、火舞王实至名归，总决赛再杀TTG，巅峰对决相同阵容碾压取胜，HERO的五人组+久哲给TTG又上了一课。
2417,HERO夺冠有运气吗？有的，HERO在季后赛中并未遇到赛季三杀他们的AG超玩会，战胜的对手ESTAR、TTG都会半全新队伍，经验上不占优势，但是运气也是实力的一部分，HERO在赛季前半段尝到了足够的苦，拿到冠军也是苦尽甘来。
2418,相信一年前HERO的窘境很多小伙伴历历在目，那时的清融游离于打野和边路，那时的打野久凡被吐槽为久饭，那时的久哲还未回归，那时的HERO一个赛季只拿到两场胜利，一年的时间，他们从被拦在季后赛之外到季后赛杀穿，他们经历的有多少相信只有他们自己知道。
2419,我依然记得，2020年的KPL春季赛常规赛是线上比赛，HERO的最后一场比赛对阵LGD大鹅，此前双方的战绩一支为1胜13负，一支为13胜1负，HERO已早早确定出局，就在最后一场比赛，HERO请来很多粉丝进行观赛，为选手营造比赛氛围，那支HERO战胜了常规赛大魔王LGD大鹅。
2420,凡是过往，皆为序章，也许就是一个小细节能感受到一支俱乐部的改变，身处高山不骄，身处低谷不馁，HERO如今成绩的取得总结为值得。
2421, 大家好我是指尖，KPL秋季赛揭幕战，历届都是上一届比赛的总决赛重现，春季赛HERO在巅峰对决干掉了TTG，这一次的秋季赛揭幕战就是由两个队伍发起，TTG复仇，还是HERO重现荣光呢？结局其实早已预料，BO5的赛制下，HERO完败，被TTG零封带走。
2422,为什么春季赛得主的HERO不被看好呢？还不是因为转会期的大变动，清融和星痕，因为不满十八岁而无法上场，甚至连大名单都没有他们的名字，辅助子阳转会到ESTAR，结果现在的HERO是无畏加上久酷带三个新人，虽说HERO选手换代的速度堪称一绝，但是真的很难保证每次都能淘到宝，毕竟现在久哲也不干了，HERO还能开发出那么多的好选手吗？
2423,如果说今天的比赛让我评价，虽然只是一个BO3，但看出问题不小，边路的辉辉其实看下来还算可以，不过中路和辅助的话，不说比肩上一代选手清融和子阳，不失误都是奢求，第二场中单阿梦的不知火舞好像真的在梦游，可能是作为新人急于在赛场上展示自己，明明在经济达不到秒掉后排的情况下还要疯狂绕后，结局是多次因此而死，当然了，毕竟是新人，要给他们时间，初入赛场也是可以理解的。
2424,但是第三局的周瑜连皮肤都没穿，其实已经可以看出来，这个人是真的紧张，或者说心态因为前两局已经受到了影响，如果真的是如此，那么后期的心态调整就是个大问题，这并非三言两语好言相劝就能解决的。
2425,而辅助熊二，第三局太乙真人预判姜子牙大招双双复活还算灵光，但是新人的经验不足问题真的很严重，赛场上和路人局的差距就是，你不知道你面前的这个人会突然闪到你脸上，可能你觉得是安全的距离不一定是安全距离，就比如这波。
2426,一个带着干扰的孙膑走在队伍最后边，这个站位有点太“放肆”了，赛后语音里，TTG这边也是抓住了这个点，先把他秒掉，之后在进行压线，可见赛场上的经验是多么重要，其实很多新人都有这个阶段，比如他们的对手不然，初入TTG的不然不被看好，发挥也极度一般，但现在已经成长为了一个独当一面的野王。
2427,尤其第三局的橘右京，太乙真人和裴擒虎蹲草，没想到没杀掉，还被双杀，细节拉满，这个人值得TTG把打野这么重要的位置托付给他，这个赛季的TTG真的还是有大希望夺冠的。
2428,HERO目前的状态就是对抗路一般，辅助经验有些不足，中单完全没状态，真的是靠着两个老人无畏和久酷扛着大旗前进，单单靠这个是不够的的，常规赛一共就三轮，第一轮看这个状态，他们也没有太多时间去调整了，恐怕真的要掉进A组。
2429,不过毕竟他们的对手是TTG，是这个赛季最完整的队伍，没有人员的轮换，五个人磨合的也非常好，因此输掉比赛一点不意外，希望HERO能尽快进入状态，这个队伍虽然战力波动巨大，但总是能回到巅峰，这一次他们还行吗？
2430,KPL春季赛季后赛胜者组比赛如期而至，南京HERO久竞对阵到广州TTG。这两支队伍本赛季的发挥都非常出色，获胜的队伍将直接拿到总决赛的门票。TTG最近的状态非常好，很多观众都看好他们，不过HERO久竞这边有久哲坐镇，任何队伍也都不敢小看。
2431,首局一上来TTG就挺大胆，给清清选出了梦奇，并且搭配阿古朵孙膑，这也是QGHAPPY很喜欢用的一个组合。HERO这边则是用吕布来COUNTER，核心位置是黄忠和娜可露露。前期无畏的娜可露露就找到了机会，直接击杀了孙膑拿到一血，随后HERO子阳主动开团，清融也拿到了双杀。逆风的TTG打得非常难受，阿古朵进不去野区，清清的梦奇也打不出优势。HERO的雪球越滚越大，最后一波又是子阳的鲁班大师开团，HERO直接零换五一波推掉水晶。
2432,随后TTG拿出了HERO第一局的组合，娜可露露加吕布，HERO这边则是拿出了大乔体系。这局比赛的走势和第一局有点像，HERO前中期就开始就占据着主动权，利用兵线优势保着后羿的发育，前期后羿没怎么放大招，等到后羿开始放大招的时候HERO吹响了进攻的号角。橘右京这个英雄的胜率并不高，不过无畏的橘右京一直玩得不错，去年冬冠的时候也在教汤汤玩橘右京，这次同样打出了该有的效果。
2433,原本很多观众都看好TTG，毕竟HERO久竞常规赛的时候打得一般，并没有太亮眼的发挥。但到了季后赛之后南京HERO久竞给人的感觉就是非常从容，对于他们来说打季后赛或者是总决赛已经算是家常便饭了，完全不会有任何紧张的感觉。再加上久哲坐镇，每局比赛都能拿到自己想要的阵容，选手们打得也非常舒服。
2434,评论席的林教练也表示TTG这边的打野不然看上去有点紧张，本赛季前中期不然打得都不错，但是季后赛可能还是有点紧张。无论是阿古朵还是娜可露露都没有打出自己最好的水平。大家都在说新人野王不然实力强，不过这次在无畏面前还是有点差距的。
2435,HERO的比赛经常会给人一种感觉，没有哪个人发挥特别亮眼，但是每个人都很稳定，大家的发挥都很好。并且HERO总是会拿出一些看上去没那么强的阵容，然后给对手当头一棒。比如第一局一上来的黄忠，可能很多人都没想到HERO会选，但偏偏打出了很好的效果。久酷从HERO3.0时期到现在，发挥一直都非常稳定，很少有拉胯的时候。后面的比赛如果TTG不能拿出更好的状态的话，可能就要看着HERO进总决赛了啊。
2436,大家对于HERO和TTG的比赛有何看法呢？欢迎在评论区一起讨论吧。
2437,2021KPL春季赛总决赛正式打响，南京HERO久竞和广州TTG迎来巅峰之战，此战HERO取胜则夺得第五座冠军奖杯，而TTG则在时隔三年半重返总决赛舞台，若能取胜则创造队史拿到第一个冠军，那么谁能成功捧杯呢？
2438,第一局对士气很关键，双方都拿出了招牌英雄和高胜率阵容，TTG祭出了西施、镜和张飞的中野辅，而HERO选择了橘右京、嬴政和大乔体系。开局清清的吕布抢河蟹送出一血，同时HERO拿到三BUFF获得小优势，前期双方打得都很稳，HERO得到四条龙，虽说中期TTG连续0换1将经济拉平，但随后TTG连续失误掉点，甚至太上头，以三打五，久酷的虞姬拿到双杀，HERO趁势拆掉下路高地塔，20分钟上路5V5决胜团，依靠大乔电梯HERO1换3，星痕的廉颇表现抢眼，一波拆掉水晶，HERO先拔头筹！
2439,拿下首局后，HERO一抢澜，而TTG选择了盘谷克制，本局HERO久酷的后羿成全场焦点，前期后羿三箭远程开团，帮助HERO连续打赢团战，中期局面落后的TTG通过抓中将经济差距缩小，并且打得更加主动和连续控龙。风暴龙王团，清融的嫦娥闪现进团切掉钎城的虞姬让人眼前一亮，接下来双方开启龙王攻防战，TTG冰尘的鲁班大师在大后期多次开团建功，抓住机会击杀子阳的牛魔后，TTG龙王逼团并团灭HERO，扳回一局！
2440,双方同回起跑线后，第三局TTG拿出了不知火舞、橘右京和梦奇的强突脸组合，而HERO使用了西施、娜可露露、伽罗和太乙的强后期阵容应对。开局TTG拿到1血，并抓下击杀无畏的娜可露露取得优势，随后双方都打得很着急，连续爆发小团战但都未能打开节奏。随着久酷伽罗的装备成型，以及清融西施的精准控制，HERO阵容优势凸显，龙王团，九尾的火舞绕后暴露视野，HERO将其集火后，趁势拿到龙王BUFF，HERO拆掉三路高地塔后开团，一波0换4拿下比赛，以2:1暂时领先！
2441,下半场，久哲的BP亮了，HERO星痕祭出了钟无艳克制澜（时隔230天，钟无艳重回KPL），并搭配鲁班大师+黄忠的组合，本局无畏的兰陵王将清清的白起当作突破口，前期抓上为主，中期TTG不然的澜在被无畏单杀后再次深带掉点，抓住机会的HERO依赖久酷黄忠的超远射程压塔，胜利的天平逐渐向HERO倾斜，决胜团，清清的白起嘲讽钟无艳，钟无艳趁势开大反打，久酷的黄忠伤害拉满三杀，团灭TTG的HERO率先来到赛点局！
2442,手握2个赛点的HERO选择了墨子+百里守约的双POKE体系，而TTG拿出了老夫子、娜可露露和太乙真人的强开团组合应对。开局九尾的昭君蹲草击杀清融的张良拿到1血，同时不然的露露双杀，TTG完美开局，而逆风的HERO以防守为主，双方前期以发育为主，中期TTG运营兵线拔掉下路高地塔并拿到主宰，随后清清的老夫子配合太乙多次成功开团，将经济拉开至近1W，大后期团战乏力且三路全破的HERO被一波拿下，TTG再扳一局！
2443,背水一战的TTG祭出了露娜+裴擒虎的双惩击体系，HERO使用了干将莫邪、赵云和盾山的中野辅。TTG三BUFF开局，清清的露娜安稳发育，并入侵野区，依赖天秀操作拿到三杀，TTG逐渐掌控比赛节奏，不到十分钟，TTG连破中下外塔，经济领先6000+。直至十分钟，HERO抓住机会击杀露娜后拿到暴君获得喘息机会，可惜最终还是没能抵挡住拥有装备优势的TTG，清清的露娜力挽狂澜，TTG连追两局，双方迎来巅峰对决！
2444,第七局巅峰对决，双方的阵容一模一样，都使用了廉颇、镜、不知火舞、公孙离和大乔的电梯体系。本局，双方的乔离被安排在中路PK，第一波龙坑5V5团，HERO0换3，清融的火舞控制伤害打满拿到双杀，前期取得经济优势的HERO打得更为主动，率先拔掉三路一塔。中期TTG开主宰，此时因网络波动比赛暂停，裁判使用回溯功能，比赛继续进行，HERO拿到暴君，16分钟得到主宰的HERO上高地开团，一波1换3后拿下比赛！
2445,此役之后HERO重回巅峰，继冬冠后，拿到两连冠，同时也是队史第五冠，那么你觉得双方表现如何呢？欢迎留言讨论！
2446,了解最新王者资讯可以关注“游戏驿站”哦！
2447,KPL春季赛总决赛已经结束了，南京HERO久竞经过7局的较量，4-3战胜了广州TTG，拿到了队史第五个总冠军，久哲也成为了KPL唯一一个五冠教练。久竞金陵，英雄归来，这支南京HERO久竞还在创造属于他们的时代，就像是久酷赛前放狠话的时候说的那样，欢迎回到被HERO统治的时代。
2448,这场比赛HERO的状态一直都不错，并且没有任何紧张的感觉。从第一局一上来HERO就用大乔体系先赢一局，虽然TTG第二局得以扳回一局，但第三局清融拿到了招牌英雄西施，他的西施可以说是整个KPL最强的，无论什么时候都值得相信，这一次同样没有让人失望，帮助队伍领先结束上半场。
2449,下半场一上来，无畏拿出了100%胜率的兰陵王，并且还选出了鲁班大师和黄忠的移动大炮组合。虽然不然拿到了澜，但节奏上明显被无畏压制了，HERO率先拿到赛点。就在这种退无可退的时候，TTG选择了相信清清，连续两局给清清拿了老夫子和露娜，尤其是第六局的露娜堪称绝杀，强行将比赛拖入巅峰对决。
2450,巅峰对决两支队伍的英雄一模一样，乔离组合，火舞，廉颇加镜。同样的阵容其实就看手法了，开局第一波清融的不知火舞就拿到了两次击杀，HERO拿到优势之后也没有着急，就是慢慢扩大优势。虽然经历了一波长的暂停，暂停回来之后进行了一波时光回溯，但HERO并没有受到任何影响，还是一样的稳扎稳打，最终捧起了队史第五座冠军奖杯！
2451,HERO拿到第五个总冠军，他们经历过高峰，也经历过低谷，今年的春季赛常规赛的时候其实没有太多人看好HERO，但他们的调整速度确实很快，展现了HERO一直以来的韧性。总决赛他们在拿到赛点的情况下被连追两局，不过在巅峰对决当中HERO还是稳住了心态，捧起了他们的第五座冠军奖杯。
2452,久哲拿到了第五个总冠军，并且继续保持了总决赛100%胜率。如果说这场比赛之前有人觉得GEMINI可以争一下的话，这场比赛之后久哲就彻底奠定了第一教练的荣誉。在比赛之后久哲教练也进行了一波真情实感的发言，感谢了一路以来支持他们的粉丝，所有的工作人员。HERO现在的成绩已经和QGHAPPY比肩，站在了KPL荣誉的巅峰。
2453,再多赞美的辞藻都显得有点枯燥，HERO久竞正在创造属于他们的新时代。现在HERO的五个人在久哲的带领下连续拿到了两个冠军，他们值得被铭记。最后，再一次恭喜HERO久竞拿到KPL春季赛总冠军！
2454,大家对于HERO拿到队史第五冠有何看法呢？欢迎在评论区一起讨论吧。
2455,这赛季的王者荣耀KPL比赛十分精彩，因为比赛中崛起了很多的强队，其中LGD大鹅和AG超玩会已经拿到了季后赛的门票。而在AG和DYG的比赛中表现最好的竟然都是HERO的选手。久诚就不用说了，即使离开了HERO还被冷落过，但久诚的实力依旧保持在了三冠三FMVP的时期，大家在看到久诚在DYG发展得这么好也都很高兴，毕竟在HERO的时期，久诚还沦为了替补。
2456,而AG这次能够击败DYG并且顺利进入季后赛主要就是因为七年的精彩表现，在三局比赛中分别使用了马超，关羽，还有马可波罗，可以看出他在比赛中的实力有多突出。每一局的比赛都秀出天际，AG超玩会的粉丝们也都看得目瞪口呆，没想到七年竟然这么厉害。但是此前在HERO的时候并没有这样的表现，于是不少粉丝们也都调侃，可能七年在HERO的时候是在演久哲吧，当然这只是一种调侃，毕竟七年这样的职业选手也不会当演员，还有人觉得主要的原因还是因为七年在HERO的时候并没有特别重视。
2457,尤其是AG本身就高手如云，一诺，六点六，爱思的实力都很强，所以在比赛的时候DYG难免会轻视七年。毕竟七年这个选手和那些AG的老选手比较起来似乎差那么一点意思，导致DYG的选手就将注意力放在了其他选手的身上，就这样忽略了七年的存在。估计在这一波的比赛后，再也没有人敢忽视七年这样的选手了，在不经意之间给你当头一棒，最后DYG被零封，AG也顺利进入了季后赛。
2458,在看完了这场比赛之后，备受热议的反而是HERO战队，毕竟七年和久诚都出自HERO。而当年一年拿到三冠的HERO久竞现在也不复存在了，目前HERO已经连续输掉了十一场的比赛，因为这赛季的选手真的是一言难尽。和以前的HERO比差距太大，就连解说的李九都看不下去了，多次在比赛中说，HERO的选手如果不走就好了，还指明这赛季的选手不够给力，无奈的是HERO一失足成千古恨，已经没有办法再回头了。
2459,而最有意思的是，当初AG跟HERO买的是最初，那个时候QG也在争夺最初，当时770有可能要退役，所以QG就想要买到最初来顶替770。没想到的是最后最初去了AG超玩会，估计也是出了更高的价格。但现在来看，七年在AG超玩会的表现，完全可以作为核心主力来培养了。HERO真的是失去了很多的人才，但也怪不得别人，都是管理层自作自受的结果。
2460,总而言之，现在的HERO已经是KPL倒数第一的战队了，这赛季也再也没有希望可以晋级了。目前拿到季后赛门票的战队只有LGD大鹅和AG超玩会，而其他的战队也是很有希望的，例如RNGM，还有WE战队，以及DYG等都是很有可能的。但去年还和AG并列称为御三家的ESTAR和QG想要进入季后赛还是很困难的。
2461,KPL春季赛常规赛第四周的比赛依旧在进行当中，在一场S组的焦点之战中，武汉ESTARPRO对阵到南京HERO久竞。这场比赛对于双方来说都比较关键，因为最后一周将直接决定队伍能否留在S组，ESTARPRO和HERO久竞都有一定的积分压力，谁都不容有失。最终HERO久竞3-1战胜ESTARPRO，保留了继续留在S组的希望。
2462,首局一上来ESTAR拿出了后羿为核心的阵容，不料HERO选择了辅助兰陵王，这算是很久以前的套路了，之前子阳拿出来发挥并不算太好，但是这次终于领悟到了兰陵王的真谛，帮助队伍先赢一局。第二局ESTAR的狄仁杰和鲁班大师的组合无铭和今屿的配合非常好，HERO前期就直接被打炸了，ESTAR成功扳回一局。
2463,第三局花海拿出了露娜，并且发挥非常糟糕。这局花海几乎从前期开始就一直在断大，八分钟的时候HERO入侵ESTAR的野区，花海想要强行上去秀一波，但是没想到直接引领了一波团灭，仅仅八分半就被HERO平推了。第四局成为了HERO星痕的个人秀，他的蒙恬从头到尾存在感都非常强，最终星痕再次拿到MVP，连续三局都是全场最佳，帮助队伍3-1战胜对手。
2464,这两支队伍的对决除了选手之外，也是久哲和SK的再次碰面。这两人都是非常优秀的教练，久哲带领队伍拿到过四个冠军，SK也在去年秋季赛证明了自己。不过每当SK遇到久哲的时候，总是会落下风，曾经带领BA被HERO斩落马下，去年冬冠杯的时候DYG也没能夺冠，不得不说久哲确实是SK的克星。
2465,这场比赛发挥最好的毫无疑问是边路星痕，星痕是上个赛季被久哲发掘的，顶替尘夏之后发挥一直都非常亮眼，并且星痕是战坦双修的选手，英雄池非常全面。ESTAR的梓墨已经是个非常优秀的边路选手了，打绝大多数边路都不虚，但每次遇到星痕基本上都会吃瘪，可能真的存在一种COUNTER关系。星痕本赛季的前半段状态并不算太好，不过经过了一段时间的调整之后，星痕的状态明显在进步，已经有点找回去年秋季赛的感觉了。
2466,HERO久竞拿下这场比赛的胜利之后，也把晋级主动权掌握在了自己手中。目前深圳DYG，武汉ESTARPRO，TES和南京HERO久竞四支队伍都是2胜2负，每支队伍都还剩下一场比赛要打，悬念还要留到最后一天才能揭晓。现在的S组已经乱成了一锅粥，后几天的比赛有好戏看了。
2467,大家觉得S组最终哪两支队伍会被淘汰呢？欢迎在评论区一起讨论吧。
